0  -1.24345e-16
0.05  0.02375
0.1  0.045
0.15  0.06375
0.2  0.08
0.25  0.09375
0.3  0.105
0.35  0.11375
0.4  0.12
0.45  0.12375
0.5  0.125
0.55  0.12375
0.6  0.12
0.65  0.11375
0.7  0.105
0.75  0.09375
0.8  0.08
0.85  0.06375
0.9  0.045
0.95  0.02375
1  0
